link,ean,catI,catII,catIII,descricao,preco,imagem_link
https://www.superabc.com.br/7898312042961filezinho-fgo-sassam-avivar-bj-1kg/p,7898312042961,Congelados e Resfriados,Aves,nan,FILEZINHO FRANGO SASSAM AVIVAR BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257294-1000-1000/7898312042961.jpg?v=637002289620770000
https://www.superabc.com.br/7897156101438-bala-sta-rita-chiclebol-sort-150g/p,7897156101438,Mercearia,Bomboniere,Guloseimas,BALA SANTA RITA CHICLEBOL SORTIDOS 150G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/266074-1000-1000/7897156101438.jpg?v=637002781700270000
https://www.superabc.com.br/7891031409459-mh-hemmer-barbecue-330g/p,7891031409459,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO HEMMER BARBECUE 330G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262931-1000-1000/7891031409459.jpg?v=637002336346700000
https://www.superabc.com.br/7894904727636-hamb-seara-angus-gourmet-400g/p,7894904727636,Congelados e Resfriados,Pratos Prontos,Hambúrguer,HAMBÚRGUER SEARA ANGUS GOURMET 400G - UNIDADE,16.99,https://abcemcasa.vteximg.com.br/arquivos/ids/258439-1000-1000/7894904727636.jpg?v=637002304007230000
https://www.superabc.com.br/7898312042909pao-qj-avivar-cong-trad-300g/p,7898312042909,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,PÃO DE QUEIJO AVIVAR CONGELADO TRADICIONAL 300G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263826-1000-1000/7898312042909.jpg?v=637002348525370000
https://www.superabc.com.br/7897156100950-bala-sta-rita-frutas-sort-150g/p,7897156100950,Mercearia,Bomboniere,Guloseimas,BALA SANTA RITA FRUTAS SORTIDOS 150G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250629-1000-1000/7897156100950.jpg?v=637002221718700000
https://www.superabc.com.br/7891031409039-ketchup-hemmer-zero-310g/p,7891031409039,Mercearia,Conservas e Enlatados,Condimento e Temperos,KETCHUP HEMMER ZERO 310G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/259197-1000-1000/500811.jpg?v=637002312589830000
https://www.superabc.com.br/7894904070565-costela-suina-seara-c--mh-barbecue-1kg/p,7894904070565,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,COSTELA SUÍNA SEARA COM  MOLHO BARBECUE 1KG - UNIDADE,46.99,https://abcemcasa.vteximg.com.br/arquivos/ids/254834-1000-1000/7894904070565.jpg?v=637002257949900000
https://www.superabc.com.br/7898312042169figado-fgo-avivar-bj-1kg/p,7898312042169,Congelados e Resfriados,Aves,nan,FÍGADO FRANGO AVIVAR BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257211-1000-1000/7898312042169.jpg?v=637002289302600000
https://www.superabc.com.br/7896019602006bomb-lacta-sonho-valsa-1kg/p,7896019602006,Mercearia,Bomboniere,Bombons e Chocolates,BOMBOM LACTA SONHO VALSA 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/274465-1000-1000/7896019602006.jpg?v=637043162410370000
https://www.superabc.com.br/7891031405284-most-hemmer-amar-300g/p,7891031405284,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOSTARDA HEMMER AMARELA 300G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263211-1000-1000/7891031405284.jpg?v=637002336898200000
https://www.superabc.com.br/7898312041551sobrecoxa-fgo-avivar-bj-1kg/p,7898312041551,Congelados e Resfriados,Aves,nan,SOBRECOXA FRANGO AVIVAR BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/240776-1000-1000/7898312041551.jpg?v=636936306278300000
https://www.superabc.com.br/7895800481004g-mascar-trident-sm-t-frutti-32g-c-4/p,7895800481004,Mercearia,Bomboniere,Guloseimas,GOMA MASCAR TRIDENT SM T FRUTTI 32G C/4 - PACOTE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258298-1000-1000/7895800481004.jpg?v=637002294842530000
https://www.superabc.com.br/7893000073166-las-sadia-4-qj-familiar-1kg/p,7893000073166,Congelados e Resfriados,Pratos Prontos,Massas,LASANHA SADIA 4 QUEIJO FAMILIAR 1KG - UNIDADE,16.9,https://abcemcasa.vteximg.com.br/arquivos/ids/259532-1000-1000/7893000073166.jpg?v=637002318823800000
https://www.superabc.com.br/7891031113301-picles-misto-suave-hemmer-380g/p,7891031113301,Mercearia,Conservas e Enlatados,Outros,PICLES MISTO SUAVE HEMMER 380G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264446-1000-1000/7891031113301.jpg?v=637002350490670000
https://www.superabc.com.br/7898312041544coxa-fgo-avivar-bj-1kg/p,7898312041544,Congelados e Resfriados,Aves,nan,COXA FRANGO AVIVAR BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254866-1000-1000/7898312041544.jpg?v=637002258087170000
https://www.superabc.com.br/7895800304228g-mascar-trident-menta-8g/p,7895800304228,Mercearia,Bomboniere,Guloseimas,GOMA MASCAR TRIDENT MENTA 8G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258286-1000-1000/7895800304228.jpg?v=637002294794330000
https://www.superabc.com.br/7891031101308-beterraba-hemmer-conserva-400g/p,7891031101308,Mercearia,Conservas e Enlatados,Outros,BETERRABA HEMMER CONSERVA 400G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/251068-1000-1000/7891031101308.jpg?v=637002223682900000
https://www.superabc.com.br/7898312041537coxinha--asa-fgo-avivar-bj-1kg/p,7898312041537,Congelados e Resfriados,Aves,nan,COXINHA  ASA FRANGO AVIVAR BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254890-1000-1000/7898312041537.jpg?v=637002258181500000
https://www.superabc.com.br/7895800304211g-mascar-trident-hort-8g/p,7895800304211,Mercearia,Bomboniere,Guloseimas,GOMA MASCAR TRIDENT HORT 8G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258283-1000-1000/7895800304211.jpg?v=637002294784600000
https://www.superabc.com.br/7893000073142-las-sadia-bolog-familiar-1kg/p,7893000073142,Congelados e Resfriados,Pratos Prontos,Massas,LASANHA SADIA BOLOG FAMILIAR 1KG - UNIDADE,16.9,https://abcemcasa.vteximg.com.br/arquivos/ids/259538-1000-1000/7893000073142.jpg?v=637002318843530000
https://www.superabc.com.br/7898312041407file-peito-fgo-avivar-desfiado-4-kg/p,7898312041407,Congelados e Resfriados,Aves,nan,FILÉ PEITO FRANGO AVIVAR DESFIADO 4 KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/274505-1000-1000/7898312041407.jpg?v=637059135727730000
https://www.superabc.com.br/2523cogumelo-fat-kg-/p,2523,Mercearia,Conservas e Enlatados,Outros,COGUMELO FAT KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254024-1000-1000/2523.jpg?v=637002254275330000
https://www.superabc.com.br/7893000043220hot-pocket-x-bacon-145g/p,7893000043220,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,HOT POCKET X BACON 145G - UNIDADE,4.99,https://abcemcasa.vteximg.com.br/arquivos/ids/258557-1000-1000/7893000043220.jpg?v=637002304426970000
https://www.superabc.com.br/7895800112786g-mascar-trident-sm-menta-32g-c-4/p,7895800112786,Mercearia,Bomboniere,Guloseimas,GOMA MASCAR TRIDENT SM MENTA 32G C/4 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258294-1000-1000/7895800112786.jpg?v=637002294826100000
https://www.superabc.com.br/7898312041278file-peito-fgo-avivar-bj-1kg/p,7898312041278,Congelados e Resfriados,Aves,nan,FILÉ PEITO FRANGO AVIVAR BJ 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257249-1000-1000/7898312041278.jpg?v=637002289453700000
https://www.superabc.com.br/7898556010535-mh-cheddar-pramesa-400g/p,7898556010535,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO CHEDDAR PRAMESA 400G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262808-1000-1000/7898556010535.jpg?v=637002335879370000
https://www.superabc.com.br/7893000027701hot-pocket-xburguer-145g/p,7893000027701,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,HOT POCKET XBURGUER 145G - UNIDADE,4.99,https://abcemcasa.vteximg.com.br/arquivos/ids/258561-1000-1000/7893000027701.jpg?v=637002304442930000
https://www.superabc.com.br/7895800112632g-mascar-trident-sm-hortela-32g-c-4/p,7895800112632,Mercearia,Bomboniere,Guloseimas,GOMA MASCAR TRIDENT SM HORTELA 32G C/4 - PACOTE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258288-1000-1000/7895800112632.jpg?v=637002294803900000
https://www.superabc.com.br/7891515472764coxa-perdigao-assa-facil-12kg/p,7891515472764,Congelados e Resfriados,Aves,nan,COXA PERDIGÃO ASSA FACIL 1,2KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254881-1000-1000/7891515472764.jpg?v=637002258148330000
https://www.superabc.com.br/7896214532962-mh-queensberry-ceb-caram-310ml/p,7896214532962,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO QUEENSBERRY CEBOLA CARAMELO 310ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263042-1000-1000/cebola-Caramelizada-Queensberry-310g.jpg?v=637002336591800000
https://www.superabc.com.br/7893000012578torta-sadia-de-palmito-500g/p,7893000012578,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,TORTA SADIA DE PALMITO 500G - UNIDADE,14.9,https://abcemcasa.vteximg.com.br/arquivos/ids/274610-1000-1000/TORTA-PALMITO.jpg?v=637110017819500000
https://www.superabc.com.br/78939318bombom-lacta-ouro-bco-un/p,78939318,Mercearia,Bomboniere,Bombons e Chocolates,BOMBOM LACTA OURO BRANCO - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252051-1000-1000/78939318.jpg?v=637002227998830000
https://www.superabc.com.br/7891515472757-coxinha-asa-perdigao-assa-facil-1kg/p,7891515472757,Congelados e Resfriados,Aves,nan,COXINHA DA ASA PERDIGÃO ASSA FÁCIL 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254900-1000-1000/7891515472757.jpg?v=637002258218430000
https://www.superabc.com.br/7896196082622tom-la-pastina-pomodori-cubo-240g/p,7896196082622,Mercearia,Conservas e Enlatados,Atomatados,TOM LA PASTINA POMODORI CUBO 240G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/245651-1000-1000/Principal.png?v=636949245654630000
https://www.superabc.com.br/7898185690016pizza-master-sabores-550g/p,7898185690016,Congelados e Resfriados,Pratos Prontos,Pizzas,PIZZA MASTER SABORES 550G - UNIDADE,15.98,https://abcemcasa.vteximg.com.br/arquivos/ids/269298-1000-1000/7898185690016.jpg?v=637008076510630000
https://www.superabc.com.br/78939301bomb-lacta-sonho-valsa-un/p,78939301,Mercearia,Bomboniere,Bombons e Chocolates,BOMBOM LACTA SONHO VALSA - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252057-1000-1000/78939301.jpg?v=637002228042170000
https://www.superabc.com.br/7891515430139-coxinha-asa-perdigao-pc-800g/p,7891515430139,Congelados e Resfriados,Aves,nan,COXINHA DA ASA PERDIGÃO PACOTE 800G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254901-1000-1000/7891515430139.jpg?v=637002258222030000
https://www.superabc.com.br/7896196080529-mh-la-pastina-puttanesca-320g/p,7896196080529,Mercearia,Conservas e Enlatados,Atomatados,MOLHO LA PASTINA PUTTANESCA 320G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262954-1000-1000/7896196080529.jpg?v=637002336419370000
https://www.superabc.com.br/7898926397419empada-fgo-degust-800g/p,7898926397419,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,EMPADA FRANGO DEGUST 800G - UNIDADE,14.9,https://abcemcasa.vteximg.com.br/arquivos/ids/274432-1000-1000/7898926397419.jpg?v=637032876262070000
https://www.superabc.com.br/78938960-drops-halls-fruit-explosion-blueb-28g/p,78938960,Mercearia,Bomboniere,Guloseimas,DROPS HALLS FRUIT EXPLOSION BLUEB 28G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/270378-1000-1000/78938960.jpg?v=637014926474430000
https://www.superabc.com.br/7891515423131chicken-perdigao-fgo-cen-300g/p,7891515423131,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,CHICKEN PERDIGÃO FRANGO CENOURA 300G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253518-1000-1000/7891515423131.jpg?v=637002252159730000
https://www.superabc.com.br/7896196080512-mh-la-pastina-tradizionale-320g/p,7896196080512,Mercearia,Conservas e Enlatados,Atomatados,MOLHO LA PASTINA TRADIZIONALE 320G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262957-1000-1000/7896196080512.jpg?v=637002336427630000
https://www.superabc.com.br/7893000486744hamb-sadia-frango-672g/p,7893000486744,Congelados e Resfriados,Pratos Prontos,Hambúrguer,HAMBURGUER SADIA FRANGO 672G - UNIDADE,17.98,https://abcemcasa.vteximg.com.br/arquivos/ids/258435-1000-1000/7893000486744.jpg?v=637002303992370000
https://www.superabc.com.br/78938823-drops-halls-mentol-28g/p,78938823,Mercearia,Bomboniere,Guloseimas,DROPS HALLS MENTOL 28G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/265933-1000-1000/78938823.jpg?v=637002780900500000
https://www.superabc.com.br/3939pescoco-peru-rezende-kg/p,3939,Congelados e Resfriados,Aves,nan,PESCOÇO PERU REZENDE EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264347-1000-1000/3939.jpg?v=637002350321300000
https://www.superabc.com.br/7896196080444tomate-pelado-la-pastina-pomodori-240g/p,7896196080444,Mercearia,Conservas e Enlatados,Atomatados,TOMATE PELADO LA PASTINA POMODORI 240G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/245652-1000-1000/Principal.png?v=636949245658870000
https://www.superabc.com.br/7893000012509torta-sadia-fgo-c-catupiry-500g/p,7893000012509,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,TORTA SADIA FRANGO C CATUPIRY 500G - UNIDADE,14.9,https://abcemcasa.vteximg.com.br/arquivos/ids/274611-1000-1000/FRANGO-IORGUTE.jpg?v=637110018671700000
https://www.superabc.com.br/78932708-bomb-serenata-amor-unid/p,78932708,Mercearia,Bomboniere,Bombons e Chocolates,BOMBOM SERENATA AMORANGO UNID. - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252084-1000-1000/78932708.jpg?v=637002228167970000
https://www.superabc.com.br/3274file-peito-fgo-in-natura-cong-s--osso-kg/p,3274,Congelados e Resfriados,Aves,nan,FILÉ PEITO FRANGO IN NATURA CONGELADO S/ OSSO EMBALAGEM 2KG,9.69,https://abcemcasa.vteximg.com.br/arquivos/ids/257256-1000-1000/3274.jpg?v=637002289489270000
https://www.superabc.com.br/cr-la-pastina-bals-figo-250ml/p,7896196061450,Mercearia,Conservas e Enlatados,Condimento e Temperos,CREME LA PASTINA BALS FIGO 250ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/255171-1000-1000/7896196061450.jpg?v=637002259351530000
https://www.superabc.com.br/7891515323677hamb-perdigao-frango-672g/p,7891515323677,Congelados e Resfriados,Pratos Prontos,Hambúrguer,HAMBURGUER PERDIGÃO FRANGO 672G - UNIDADE,13.98,https://abcemcasa.vteximg.com.br/arquivos/ids/258427-1000-1000/7891515323677.jpg?v=637002303963370000
https://www.superabc.com.br/78922266g-mascar-mentos-pure-fresh-mint-105g/p,78922266,Mercearia,Bomboniere,Guloseimas,GOMA MASCAR MENTOS PURE FRESH MINT 10,5G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258269-1000-1000/78922266.jpg?v=637002294732970000
https://www.superabc.com.br/3347moela-fgo-cong-in-natura-kg/p,3347,Congelados e Resfriados,Aves,nan,MOELA FRANGO CONGELADO IN NATURA EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262786-1000-1000/3347.jpg?v=637002335808130000
https://www.superabc.com.br/7898174851510-cogumelo-fat-del-chef-100g/p,7898174851510,Mercearia,Conservas e Enlatados,Outros,COGUMELO FATIADA DEL CHEF 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/271558-1000-1000/7898174851510.jpg?v=637030403707500000
https://www.superabc.com.br/pao-qj-abc-cong-300g/p,nan,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,PÃO DE QUEIJO ABC CONGELADO 300G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/274530-1000-1000/Pao-de-queijo-ABC-300g.jpg?v=637062358543100000
https://www.superabc.com.br/78922259g-mascar-mentos-pure-fresh-winterg-105g/p,78922259,Mercearia,Bomboniere,Guloseimas,GOMA MASCAR MENTOS PURE FRESH WINTERG 10,5G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258274-1000-1000/78922259.jpg?v=637002294748930000
https://www.superabc.com.br/3323asa-fgo-resf-in-natura-kg/p,3323,Congelados e Resfriados,Aves,nan,ASA FRANGO RESF IN NATURA EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250230-1000-1000/3272.jpg?v=637002217392630000
https://www.superabc.com.br/7898174851503-cogumelo-int-del-chef-100g/p,7898174851503,Mercearia,Conservas e Enlatados,Outros,COGUMELO INTEGRAL DEL CHEF 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254034-1000-1000/7898174851503.jpg?v=637002254326970000
https://www.superabc.com.br/7897076024091bol-bacalhau-abc-1kg/p,7897076024091,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,BOLINHO BACALHAU ABC 1KG - UNIDADE,34.98,https://abcemcasa.vteximg.com.br/arquivos/ids/251933-1000-1000/57d6f765917a4ea19ce5.jpg?v=637002227413100000
https://www.superabc.com.br/78912328-bomb-serenata-amor-unid/p,78912328,Mercearia,Bomboniere,Bombons e Chocolates,BOMBOM SERENATA AMORANGO UNID. - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252083-1000-1000/78912328.jpg?v=637002228163430000
https://www.superabc.com.br/3322coxa-fgo-resf-in-natura-kg/p,3322,Congelados e Resfriados,Aves,nan,COXA FRANGO RESF IN NATURA EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254880-1000-1000/3273.jpg?v=637002258145370000
https://www.superabc.com.br/7898174851121-az-vde-del-chef-c-c-200g/p,7898174851121,Mercearia,Conservas e Enlatados,Outros,AZEITONA VERDE DEL CHEF COM CAROÇO 200G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250388-1000-1000/7898174851121.jpg?v=637002218035100000
https://www.superabc.com.br/7897076024053lasanha-abc-bol-500g/p,7897076024053,Congelados e Resfriados,Pratos Prontos,Massas,LASANHA ABC BOL 500G - UNIDADE,7.49,https://abcemcasa.vteximg.com.br/arquivos/ids/267775-1000-1000/7897076024053.jpg?v=637004842414930000
https://www.superabc.com.br/3276gal-cong-in-natura-kg/p,3276,Congelados e Resfriados,Aves,nan,GALINHA CONGELADO IN NATURA EMBALAGEM 2KG,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257860-1000-1000/3276.jpg?v=637002293268330000
https://www.superabc.com.br/7898901142300-pe-de-moca-aritana-550g/p,7898901142300,Mercearia,Bomboniere,Doces Diversos,PÉ DE MOÇA ARITANA 550G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264157-1000-1000/7898901142300.jpg?v=637002349772800000
https://www.superabc.com.br/7898174850773-az-vde-tio-paco-sache-100g/p,7898174850773,Mercearia,Conservas e Enlatados,Outros,AZEITONA VERDE TIO PACO SACHE 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250406-1000-1000/7898174850773.jpg?v=637002218099830000
https://www.superabc.com.br/7898926397631bolinha-degust-napol-800g/p,7898926397631,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,BOLINHA DEGUST NAPOL 800G - UNIDADE,14.9,https://abcemcasa.vteximg.com.br/arquivos/ids/251929-1000-1000/7898926397631.jpg?v=637002227397570000
https://www.superabc.com.br/7898142863170-choc-tab-arcor-amargo-lar-100g/p,7898142863170,Mercearia,Bomboniere,Bombons e Chocolates,CHOCOLATE TABLETE ARCOR AMARGO LARANJA 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/266144-1000-1000/7898142863170.jpg?v=637002782078200000
https://www.superabc.com.br/7897517209292-seleta-fugini-vapor-lt-200g/p,7897517209292,Mercearia,Conservas e Enlatados,Outros,SELETA FUGINI VAPOR LT 200G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/243220-1000-1000/7897517209292.jpg?v=636943339413100000
https://www.superabc.com.br/7896216102002-massa-mezzani-pizza-frigid-270g/p,7896216102002,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,MASSA MEZZANI PIZZA FRIGIDEIRA 270G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262457-1000-1000/7896216102002.jpg?v=637002334797770000
https://www.superabc.com.br/7898926397471coxinha-fgo-degust-800g/p,7898926397471,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,COXINHA FRANGO DEGUST 800G - UNIDADE,14.9,https://abcemcasa.vteximg.com.br/arquivos/ids/254911-1000-1000/7898926397471.jpg?v=637002258261100000
https://www.superabc.com.br/7896216101296-nhoque-mezzani-rech-pres-qj-400g/p,7896216101296,Congelados e Resfriados,Pratos Prontos,Massas,NHOQUE MEZZANI RECHEADO PRESUNTO QUEIJO 400G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/269505-1000-1000/17896216101293.jpg?v=637008932713870000
https://www.superabc.com.br/7896256065596-pasta-amend-kodilar-s-gluten-280g/p,7896256065596,Mercearia,Bomboniere,Doces Diversos,PASTA AMENDOIM KODILAR SEM  GLUTEN 280G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264097-1000-1000/7896256065596.jpg?v=637002349542200000
https://www.superabc.com.br/7897517209032-ervilha-fugini-vapor-lt-200g/p,7897517209032,Mercearia,Conservas e Enlatados,Outros,ERVILHA FUGINI VAPOR LT 200G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/256191-1000-1000/7897517209032.jpg?v=637002278035530000
https://www.superabc.com.br/7891515478360nuggets-sadia-legume-275g/p,7891515478360,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,NUGGETS SADIA LEGUME 275G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/263103-1000-1000/7891515478360.jpg?v=637002336717570000
https://www.superabc.com.br/7896077077020-bala-mastig-erlan-guty-mix-600g/p,7896077077020,Mercearia,Bomboniere,Guloseimas,BALA MASTIGÁVEL ERLAN GUTY MIX 600G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250576-1000-1000/7896077077020.jpg?v=637002221487130000
https://www.superabc.com.br/7896216101128-massa-las-mezzani-intg-500g/p,7896216101128,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,MASSA LÃS MEZZANI INTEGRAL 500G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262454-1000-1000/Principal.jpg?v=637002334787730000
https://www.superabc.com.br/7897517206741-mh-tom-fugini-zero-sache-340g/p,7897517206741,Mercearia,Conservas e Enlatados,Atomatados,MOLHO DE TOMATE FUGINI ZERO SACHE 340G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262870-1000-1000/7897517206741.jpg?v=637002336096530000
https://www.superabc.com.br/7891515478247nuggets-sadia-multigrao-275g/p,7891515478247,Congelados e Resfriados,Pratos Prontos,Empanados e Carnes,NUGGETS SADIA MULTIGRAO 275G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/263107-1000-1000/7891515478247.jpg?v=637002336723970000
https://www.superabc.com.br/7896216101067-pao-alho-mezzani-calab-310g/p,7896216101067,Congelados e Resfriados,Pratos Prontos,Massas,PÃO DE ALHO MEZZANI CALABRESA 310G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263769-1000-1000/7896216101067.jpg?v=637002348313370000
https://www.superabc.com.br/7896077075606-bala-rech-erlan-hort-100g/p,7896077075606,Mercearia,Bomboniere,Guloseimas,BALA RECHEADO ERLAN HORTELÃ 100G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250627-1000-1000/7896077075606.jpg?v=637002221708830000
https://www.superabc.com.br/7897517206703mh-tom-fugini-calab-sache-340g/p,7897517206703,Mercearia,Conservas e Enlatados,Atomatados,MOLHO DE TOMATE FUGINI CALABRESA SACHE 340G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262861-1000-1000/7897517206703.jpg?v=637002336063100000
https://www.superabc.com.br/7891515476229las-sadia-calab-600g/p,7891515476229,Congelados e Resfriados,Pratos Prontos,Massas,LASANHA SADIA CALABRESA 600G - UNIDADE,10.98,https://abcemcasa.vteximg.com.br/arquivos/ids/259540-1000-1000/7891515476229.jpg?v=637002318850700000
https://www.superabc.com.br/7896058507171bala-dori-deliket-700g/p,7896058507171,Mercearia,Bomboniere,Guloseimas,BALA DORI DELIKET 700G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250454-1000-1000/7896058507171.jpg?v=637002220892030000
https://www.superabc.com.br/7896216100893-massa-folhada-mezzani-300g/p,7896216100893,Congelados e Resfriados,Pratos Prontos,Massas,MASSA FOLHADA MEZZANI 300G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262450-1000-1000/Principal.jpg?v=637002334769870000
https://www.superabc.com.br/7897517205539-maion-fugini-pate-alho-200g/p,7897517205539,Mercearia,Conservas e Enlatados,Condimento e Temperos,MAIONESE FUGINI PATÊ ALHO 200G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/262088-1000-1000/7897517205539.jpg?v=637002333681730000
https://www.superabc.com.br/7891515475642las-sadia-fgo-mh-sugo-600g/p,7891515475642,Congelados e Resfriados,Pratos Prontos,Massas,LASANHA SADIA FRANGO MOLHO SUGO 600G - UNIDADE,10.98,https://abcemcasa.vteximg.com.br/arquivos/ids/259543-1000-1000/7891515475642.jpg?v=637002318862130000
https://www.superabc.com.br/7896058501575bala-dori-rech-lua-cheia-frutas-150g/p,7896058501575,Mercearia,Bomboniere,Guloseimas,BALA DORI RECHEADA LUA CHEIA FRUTAS 150G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/250502-1000-1000/7896058501575.jpg?v=637002221135670000
https://www.superabc.com.br/7896216100114-pastel-aperitiv-mezzani-qj-250g/p,7896216100114,Congelados e Resfriados,Pratos Prontos,Massas,PASTEL APERITIV MEZZANI QUEIJO 250G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264119-1000-1000/Principal.jpg?v=637002349613970000
